date,scene,category,author_tier,app_version,exposure,effective_view_users,comments,comment_users,author_replies,replied_users,replied_revisit_users,sw_impressions,sw_clicks,l1_search_users,l2_search_users,search_users,order_users,gmv
2026-07-30,关注,美妆,腰部,v28.2,60346,18748,560,482,211,194,58,22123,1141,235,155,390,39,3699
2026-07-30,关注,美妆,尾部,v28.1,22608,7110,221,190,110,101,31,8390,440,89,58,147,15,1447
2026-07-30,关注,美妆,尾部,v28.2,29338,9278,297,255,150,138,42,10948,554,116,77,193,20,1914
2026-07-30,关注,数码,头部,v28.1,55406,17371,522,449,121,111,36,20497,1096,215,140,355,36,15692
2026-07-30,关注,数码,头部,v28.2,68564,21330,649,558,145,134,43,25170,1287,259,177,435,45,19199
2026-07-30,关注,数码,腰部,v28.1,35090,11146,346,297,136,125,39,13152,693,139,93,231,24,10207
2026-07-30,关注,数码,腰部,v28.2,43620,13890,429,369,156,143,44,16390,843,170,111,281,29,12649
2026-07-30,关注,数码,尾部,v28.1,16202,5196,157,135,80,74,23,6131,313,65,43,107,11,4574
2026-07-30,关注,数码,尾部,v28.2,20394,6460,207,178,110,101,33,7622,388,83,54,137,14,6001
2026-07-30,关注,家居,头部,v28.1,46016,14276,456,392,101,93,30,16846,857,177,119,295,31,5224
2026-07-30,关注,家居,头部,v28.2,55879,17344,549,472,124,114,35,20466,1058,210,144,354,36,6009
2026-07-30,关注,家居,腰部,v28.1,28703,9135,280,241,108,99,30,10779,571,115,76,191,19,3162
2026-07-30,关注,家居,腰部,v28.2,36014,11389,356,306,136,125,40,13439,690,141,95,235,24,4096
2026-07-30,关注,家居,尾部,v28.1,13536,4309,132,113,71,65,20,5085,268,52,35,87,9,1499
2026-07-30,关注,家居,尾部,v28.2,16327,5196,160,137,80,74,23,6132,318,65,41,106,10,1740
2026-07-30,关注,服饰,头部,v28.1,66127,20434,629,541,139,128,40,24112,1269,248,169,418,43,5634
2026-07-30,关注,服饰,头部,v28.2,80142,25081,805,692,171,157,48,29596,1496,318,210,528,53,6740
2026-07-30,关注,服饰,腰部,v28.1,41765,13257,402,346,157,144,43,15643,836,169,106,275,28,3607
2026-07-30,关注,服饰,腰部,v28.2,47986,15154,483,416,177,163,50,17882,922,186,125,311,31,3879
2026-07-30,关注,服饰,尾部,v28.1,19485,6186,199,171,106,98,30,7299,383,80,50,130,13,1727
2026-07-30,关注,服饰,尾部,v28.2,23565,7413,229,197,118,109,33,8747,442,94,62,156,15,2008
2026-07-31,推荐,美妆,头部,v28.1,259622,81671,2528,2174,566,520,158,96372,5036,1041,657,1698,176,17132
2026-07-31,推荐,美妆,头部,v28.2,320304,102546,3123,2686,709,653,210,121004,6390,1274,862,2136,221,20906
2026-07-31,推荐,美妆,腰部,v28.1,161034,50980,1560,1342,616,567,174,60156,3177,638,414,1052,109,10570
2026-07-31,推荐,美妆,腰部,v28.2,186535,59459,1865,1603,695,640,195,70162,3572,734,488,1222,124,11857
2026-07-31,推荐,美妆,尾部,v28.1,76239,24419,734,631,380,350,104,28814,1540,301,197,498,50,4784
2026-07-31,推荐,美妆,尾部,v28.2,95397,29758,910,782,494,455,143,35114,1777,371,238,609,60,5751
2026-07-31,推荐,数码,头部,v28.1,189108,59276,1893,1628,406,373,117,69946,3550,726,477,1203,124,52611
2026-07-31,推荐,数码,头部,v28.2,214118,66608,2031,1747,429,394,117,78597,3995,828,543,1371,138,58385
2026-07-31,推荐,数码,腰部,v28.1,112731,35585,1065,916,386,355,109,41990,2133,435,299,734,75,32575
2026-07-31,推荐,数码,腰部,v28.2,135915,42621,1373,1181,539,496,157,50293,2645,533,350,882,90,38470
2026-07-31,推荐,数码,尾部,v28.1,54597,17050,527,453,286,263,85,20119,1034,212,137,350,35,14745
2026-07-31,推荐,数码,尾部,v28.2,64862,20704,657,565,338,311,97,24431,1307,255,168,423,43,17998
2026-07-31,推荐,家居,头部,v28.1,148172,45965,1381,1188,317,292,88,54239,2831,567,375,942,98,16565
2026-07-31,推荐,家居,头部,v28.2,179574,56718,1828,1572,411,378,114,66927,3472,726,474,1200,123,20757
2026-07-31,推荐,家居,腰部,v28.1,94823,29641,922,793,342,315,97,34977,1788,370,246,616,62,10362
2026-07-31,推荐,家居,腰部,v28.2,116662,37035,1159,997,461,424,127,43701,2214,450,304,755,78,13192
2026-07-31,推荐,家居,尾部,v28.1,45984,14218,432,372,219,201,63,16777,874,181,119,300,30,5105
2026-07-31,推荐,家居,尾部,v28.2,54676,17012,524,450,286,263,79,20074,1019,217,136,353,37,6138
2026-07-31,推荐,服饰,头部,v28.1,221621,69077,2059,1771,461,424,127,81511,4126,887,558,1445,146,18584
2026-07-31,推荐,服饰,头部,v28.2,263877,83811,2584,2223,544,500,157,98897,5149,1039,706,1744,179,23263
2026-07-31,推荐,服饰,腰部,v28.1,137431,42856,1303,1120,480,442,139,50570,2570,529,353,881,91,11574
2026-07-31,推荐,服饰,腰部,v28.2,165154,52694,1643,1413,650,598,187,62179,3143,649,425,1074,108,13617
2026-07-31,推荐,服饰,尾部,v28.1,65250,20519,642,552,343,316,95,24212,1243,257,169,426,43,5629
2026-07-31,推荐,服饰,尾部,v28.2,80090,25146,764,657,401,369,117,29672,1506,310,205,515,51,6499
2026-07-31,搜索,美妆,头部,v28.1,110028,35218,1103,948,232,214,67,41557,2175,427,292,719,72,6901
2026-07-31,搜索,美妆,头部,v28.2,129225,40440,1253,1077,278,256,76,47720,2433,510,330,840,83,8044
2026-07-31,搜索,美妆,腰部,v28.1,65177,20660,655,563,239,220,68,24379,1247,252,166,418,42,4024
2026-07-31,搜索,美妆,腰部,v28.2,79942,25395,801,689,307,282,86,29966,1596,318,209,527,52,5050
2026-07-31,搜索,美妆,尾部,v28.1,31004,9683,296,255,162,149,47,11426,611,124,81,204,21,1971
2026-07-31,搜索,美妆,尾部,v28.2,40456,12914,386,332,194,178,55,15238,812,158,105,263,26,2494
2026-07-31,搜索,数码,头部,v28.1,78423,25133,779,670,164,151,48,29657,1509,310,205,515,51,21928
2026-07-31,搜索,数码,头部,v28.2,90488,28398,853,733,195,180,57,33509,1704,353,228,581,58,25065
2026-07-31,搜索,数码,腰部,v28.1,48826,15628,482,415,176,162,52,18441,964,195,126,322,32,14182
2026-07-31,搜索,数码,腰部,v28.2,58318,18566,561,482,206,189,60,21907,1171,227,149,376,39,16296
2026-07-31,搜索,数码,尾部,v28.1,23173,7343,234,201,120,110,35,8665,463,91,60,151,16,6587
2026-07-31,搜索,数码,尾部,v28.2,28813,8911,274,236,149,137,43,10515,530,112,73,185,18,7813
2026-07-31,搜索,家居,头部,v28.1,62463,19352,598,515,129,118,38,22835,1191,243,157,400,41,6766
2026-07-31,搜索,家居,头部,v28.2,74871,23682,736,633,162,149,47,27945,1471,288,192,480,49,8153
2026-07-31,搜索,家居,腰部,v28.1,40225,12447,400,344,155,143,43,14688,743,154,103,257,26,4504
2026-07-31,搜索,家居,腰部,v28.2,50040,15502,472,406,188,173,53,18292,964,188,128,316,33,5531
2026-07-31,搜索,家居,尾部,v28.1,19599,6066,181,155,98,90,27,7158,369,75,49,124,12,2088
2026-07-31,搜索,家居,尾部,v28.2,24230,7545,234,201,117,108,33,8903,463,97,63,160,16,2751
2026-07-31,搜索,服饰,头部,v28.1,87432,27998,843,725,190,175,53,33037,1709,360,225,585,57,7248
2026-07-31,搜索,服饰,头部,v28.2,111142,35639,1118,962,237,218,70,42054,2135,455,285,740,76,9926
2026-07-31,搜索,服饰,腰部,v28.1,54629,17295,548,472,207,190,59,20408,1083,220,143,363,36,4539
2026-07-31,搜索,服饰,腰部,v28.2,68302,21223,643,553,256,235,72,25043,1321,265,178,443,45,5671
2026-07-31,搜索,服饰,尾部,v28.1,28048,8669,266,228,141,130,40,10230,541,107,71,178,18,2313
2026-07-31,搜索,服饰,尾部,v28.2,31784,9816,299,257,160,147,45,11583,592,121,80,201,20,2561
2026-07-31,关注,美妆,头部,v28.1,82958,26041,800,688,170,156,47,30728,1631,325,214,539,54,5143
2026-07-31,关注,美妆,头部,v28.2,105700,32990,990,851,207,191,61,38928,1988,408,275,684,69,6631
2026-07-31,关注,美妆,腰部,v28.1,52508,16341,493,424,196,180,57,19283,991,205,136,341,34,3293
2026-07-31,关注,美妆,腰部,v28.2,62415,19420,586,504,215,198,59,22916,1208,237,155,392,40,3914
2026-07-31,关注,美妆,尾部,v28.1,25052,7813,240,207,126,116,35,9220,476,100,62,163,17,1599
2026-07-31,关注,美妆,尾部,v28.2,30711,9618,294,253,154,141,45,11350,598,120,78,197,20,1892
2026-07-31,关注,数码,头部,v28.1,57895,18551,553,476,124,114,35,21890,1166,234,149,383,38,16562
2026-07-31,关注,数码,头部,v28.2,75266,23395,707,608,155,143,45,27606,1424,292,197,488,50,21379
2026-07-31,关注,数码,腰部,v28.1,37040,11510,356,306,131,120,37,13582,716,140,96,236,24,10346
2026-07-31,关注,数码,腰部,v28.2,46769,15021,465,400,172,158,50,17725,942,187,121,309,31,13429
2026-07-31,关注,数码,尾部,v28.1,18015,5769,183,157,91,84,26,6808,356,72,48,120,12,5346
2026-07-31,关注,数码,尾部,v28.2,21432,6705,211,182,111,102,31,7912,410,82,55,137,14,5899
2026-07-31,关注,家居,头部,v28.1,50209,15574,493,424,110,101,30,18378,973,193,125,318,33,5465
2026-07-31,关注,家居,头部,v28.2,61313,18942,599,515,135,125,39,22352,1169,234,158,392,38,6557
2026-07-31,关注,家居,腰部,v28.1,31293,9902,308,265,117,108,33,11684,621,121,81,202,21,3455
2026-07-31,关注,家居,腰部,v28.2,37612,11679,353,304,140,129,39,13782,704,150,98,247,25,4223
2026-07-31,关注,家居,尾部,v28.1,15062,4729,147,127,74,68,20,5580,290,58,39,97,10,1686
2026-07-31,关注,家居,尾部,v28.2,18821,5976,192,165,103,95,29,7052,359,74,49,123,13,2171
2026-07-31,关注,服饰,头部,v28.1,71792,22499,691,594,149,137,41,26549,1391,285,184,469,47,5887
2026-07-31,关注,服饰,头部,v28.2,83949,26091,805,692,186,171,54,30788,1614,330,219,548,57,7132
2026-07-31,关注,服饰,腰部,v28.1,42354,13094,402,346,154,142,43,15451,812,162,110,272,28,3562
2026-07-31,关注,服饰,腰部,v28.2,52776,16376,488,420,182,168,53,19324,1030,205,138,343,35,4378
2026-07-31,关注,服饰,尾部,v28.1,21230,6573,200,172,102,94,28,7756,407,80,53,133,13,1683
2026-07-31,关注,服饰,尾部,v28.2,25957,8328,259,222,131,120,38,9828,507,107,67,174,18,2327
2026-08-01,推荐,美妆,头部,v28.1,272495,84543,2623,2256,599,551,175,99761,5075,1067,687,1754,182,17267
2026-08-01,推荐,美妆,头部,v28.2,321311,99542,2971,2555,654,602,181,117459,6239,1267,820,2087,208,19934
2026-08-01,推荐,美妆,腰部,v28.1,164209,51991,1628,1400,629,579,182,61350,3202,656,417,1073,107,10490
2026-08-01,推荐,美妆,腰部,v28.2,198489,62661,1962,1687,719,662,199,73941,3929,788,519,1306,132,12859
2026-08-01,推荐,美妆,尾部,v28.1,79623,24991,753,648,401,369,113,29490,1515,321,210,531,53,5181
2026-08-01,推荐,美妆,尾部,v28.2,96834,30725,927,797,487,448,142,36255,1839,390,256,646,66,6445
2026-08-01,推荐,数码,头部,v28.1,187233,59480,1828,1572,384,353,110,70186,3591,750,501,1250,130,55125
2026-08-01,推荐,数码,头部,v28.2,228686,71602,2137,1838,462,425,133,84491,4471,902,577,1478,149,64315
2026-08-01,推荐,数码,腰部,v28.1,124560,39560,1187,1021,469,431,138,46681,2404,482,329,812,82,35531
2026-08-01,推荐,数码,腰部,v28.2,144185,45671,1402,1206,523,481,151,53892,2871,580,366,946,95,41663
2026-08-01,推荐,数码,尾部,v28.1,58324,18026,571,491,285,262,84,21271,1123,231,145,376,39,16612
2026-08-01,推荐,数码,尾部,v28.2,71764,22161,693,596,344,317,102,26150,1334,282,186,469,46,20197
2026-08-01,推荐,家居,头部,v28.1,164995,52957,1607,1382,339,312,94,62489,3164,666,425,1091,107,17770
2026-08-01,推荐,家居,头部,v28.2,192562,61719,1854,1594,397,366,111,72828,3689,781,495,1275,131,22458
2026-08-01,推荐,家居,腰部,v28.1,101781,32637,984,846,357,328,101,38512,1979,397,268,665,69,11403
2026-08-01,推荐,家居,腰部,v28.2,124218,38806,1158,996,455,419,127,45791,2379,474,325,799,83,13613
2026-08-01,推荐,家居,尾部,v28.1,47598,15218,460,396,228,209,66,17958,958,192,123,314,31,5147
2026-08-01,推荐,家居,尾部,v28.2,57649,18502,593,510,322,297,89,21832,1154,233,149,383,39,6699
2026-08-01,推荐,服饰,头部,v28.1,237200,73644,2279,1960,494,454,138,86900,4484,948,605,1552,161,20399
2026-08-01,推荐,服饰,头部,v28.2,286069,88888,2836,2439,605,556,179,104888,5383,1119,717,1835,184,23361
2026-08-01,推荐,服饰,腰部,v28.1,141172,44302,1365,1174,497,457,136,52277,2773,542,370,912,93,11965
2026-08-01,推荐,服饰,腰部,v28.2,173651,54288,1695,1458,625,575,172,64060,3282,683,453,1136,116,14686
2026-08-01,推荐,服饰,尾部,v28.1,70884,22335,672,578,358,330,100,26356,1386,281,187,468,46,5796
2026-08-01,推荐,服饰,尾部,v28.2,83891,26702,808,695,410,377,117,31508,1624,338,217,555,54,7081
2026-08-01,搜索,美妆,头部,v28.1,115140,35924,1084,932,232,214,66,42391,2215,454,289,742,77,7243
2026-08-01,搜索,美妆,头部,v28.2,140528,44075,1336,1149,307,282,90,52009,2696,538,365,903,90,8789
2026-08-01,搜索,美妆,腰部,v28.1,67356,20895,644,554,235,216,70,24656,1254,259,172,431,43,4139
2026-08-01,搜索,美妆,腰部,v28.2,83450,26691,819,704,303,279,89,31495,1654,330,216,545,55,5290
2026-08-01,搜索,美妆,尾部,v28.1,34294,10779,325,279,175,161,48,12720,680,133,91,224,23,2218
2026-08-01,搜索,美妆,尾部,v28.2,41601,13015,415,357,223,205,62,15357,815,162,108,271,27,2619
2026-08-01,搜索,数码,头部,v28.1,78889,25255,805,693,176,162,52,29800,1569,323,209,532,53,22566
2026-08-01,搜索,数码,头部,v28.2,98656,31042,984,846,225,207,62,36629,1924,392,257,649,67,29107
2026-08-01,搜索,数码,腰部,v28.1,52116,16108,506,435,193,178,53,19007,1015,205,134,339,34,14462
2026-08-01,搜索,数码,腰部,v28.2,62035,19393,578,498,222,204,66,22884,1187,246,162,408,40,17276
2026-08-01,搜索,数码,尾部,v28.1,25088,7941,252,216,130,119,38,9371,476,101,64,165,16,6962
2026-08-01,搜索,数码,尾部,v28.2,29481,9466,290,250,151,139,44,11170,586,119,76,195,19,8335
2026-08-01,搜索,家居,头部,v28.1,68304,21459,664,571,147,136,44,25322,1351,263,181,443,44,7555
2026-08-01,搜索,家居,头部,v28.2,84844,26731,799,687,183,168,52,31542,1642,328,217,545,55,9260
2026-08-01,搜索,家居,腰部,v28.1,42246,13198,400,344,152,140,44,15574,800,161,111,272,27,4606
2026-08-01,搜索,家居,腰部,v28.2,49896,15683,486,418,176,162,48,18506,986,199,128,327,33,5538
2026-08-01,搜索,家居,尾部,v28.1,20580,6600,208,179,104,96,29,7788,415,85,53,138,14,2309
2026-08-01,搜索,家居,尾部,v28.2,24584,7892,245,210,131,120,37,9313,474,96,63,160,16,2660
2026-08-01,搜索,服饰,头部,v28.1,96204,30636,927,798,213,196,60,36151,1839,379,256,635,65,8318
2026-08-01,搜索,服饰,头部,v28.2,115057,36556,1099,945,233,215,66,43136,2187,467,292,760,76,9578
2026-08-01,搜索,服饰,腰部,v28.1,59196,18456,576,495,227,209,62,21778,1121,233,150,383,39,4978
2026-08-01,搜索,服饰,腰部,v28.2,69974,22108,672,578,254,234,71,26087,1346,272,186,458,46,5781
2026-08-01,搜索,服饰,尾部,v28.1,29331,9257,280,241,150,138,43,10923,554,116,78,193,19,2509
2026-08-01,搜索,服饰,尾部,v28.2,35253,11089,355,305,182,168,52,13086,670,137,92,229,23,2972
2026-08-01,关注,美妆,头部,v28.1,88117,27871,853,733,186,171,55,32887,1683,355,235,590,61,5805
2026-08-01,关注,美妆,头部,v28.2,106376,34084,1089,937,251,231,69,40219,2078,420,278,698,70,6823
2026-08-01,关注,美妆,腰部,v28.1,56919,17720,567,487,221,204,61,20909,1058,215,149,364,37,3501
2026-08-01,关注,美妆,腰部,v28.2,68386,21175,664,571,256,235,72,24987,1325,269,176,445,44,4294
2026-08-01,关注,美妆,尾部,v28.1,26117,8376,253,218,131,121,36,9883,524,107,68,175,17,1642
2026-08-01,关注,美妆,尾部,v28.2,31498,10044,322,277,170,157,50,11852,622,123,84,207,21,2057
2026-08-01,关注,数码,头部,v28.1,64008,20363,628,540,139,128,39,24028,1267,256,168,424,43,18152
2026-08-01,关注,数码,头部,v28.2,76580,24150,772,664,166,153,49,28497,1495,299,198,497,50,21936
2026-08-01,关注,数码,腰部,v28.1,40841,12815,406,349,155,143,43,15122,804,157,105,262,26,11025
2026-08-01,关注,数码,腰部,v28.2,48905,15636,493,424,193,178,56,18451,963,191,126,317,32,13492
2026-08-01,关注,数码,尾部,v28.1,18551,5915,180,154,96,88,28,6980,362,75,49,124,13,5355
2026-08-01,关注,数码,尾部,v28.2,24361,7748,242,208,121,111,35,9142,481,96,64,161,16,6894
2026-08-01,关注,家居,头部,v28.1,51413,16237,518,446,119,110,35,19160,989,207,131,338,35,5953
2026-08-01,关注,家居,头部,v28.2,63197,20048,598,514,127,117,36,23657,1237,243,161,404,40,6688
2026-08-01,关注,家居,腰部,v28.1,33192,10549,335,289,130,120,38,12448,633,131,86,217,22,3741
2026-08-01,关注,家居,腰部,v28.2,41000,12941,396,340,150,138,45,15271,789,162,108,270,27,4538
2026-08-01,关注,家居,尾部,v28.1,16603,5257,167,143,89,82,25,6203,315,64,43,107,11,1740
2026-08-01,关注,家居,尾部,v28.2,19252,5980,189,163,99,91,28,7057,363,76,50,126,12,2123
2026-08-01,关注,服饰,头部,v28.1,78010,24283,731,628,158,145,45,28655,1452,297,197,494,49,6190
2026-08-01,关注,服饰,头部,v28.2,90954,28592,877,754,196,180,58,33738,1774,354,235,590,58,7572
2026-08-01,关注,服饰,腰部,v28.1,47386,15078,456,392,173,159,49,17792,938,187,121,308,32,4074
2026-08-01,关注,服饰,腰部,v28.2,56717,17530,522,449,201,185,58,20686,1088,217,142,359,36,4594
2026-08-01,关注,服饰,尾部,v28.1,21958,6884,206,177,108,100,30,8123,410,85,58,143,14,1825
2026-08-01,关注,服饰,尾部,v28.2,26686,8375,251,216,129,119,36,9882,509,102,68,170,17,2194
2026-08-02,推荐,美妆,头部,v28.1,260509,80512,2491,2142,540,496,150,95004,4915,984,646,1630,165,16049
2026-08-02,推荐,美妆,头部,v28.2,317133,98284,3149,2708,701,645,196,115975,5891,1238,812,2050,204,19540
2026-08-02,推荐,美妆,腰部,v28.1,164204,52460,1572,1352,580,534,169,61902,3313,646,437,1083,108,10154
2026-08-02,推荐,美妆,腰部,v28.2,195723,60969,1923,1654,710,653,205,71943,3707,753,488,1241,123,11810
2026-08-02,推荐,美妆,尾部,v28.1,81442,25994,801,689,415,382,116,30673,1556,332,217,548,55,5273
2026-08-02,推荐,美妆,尾部,v28.2,97064,30079,896,770,451,415,126,35493,1822,380,247,627,63,6011
2026-08-02,推荐,数码,头部,v28.1,188696,58384,1745,1501,396,364,113,68893,3616,726,469,1195,123,53264
2026-08-02,推荐,数码,头部,v28.2,228750,73051,2297,1975,527,485,151,86200,4549,888,594,1482,153,66182
2026-08-02,推荐,数码,腰部,v28.1,117863,36644,1157,995,457,421,134,43240,2255,452,295,747,73,31168
2026-08-02,推荐,数码,腰部,v28.2,141304,43905,1310,1127,518,477,143,51808,2674,549,349,899,89,38300
2026-08-02,推荐,数码,尾部,v28.1,58328,18169,578,497,298,274,85,21439,1141,233,148,380,38,16189
2026-08-02,推荐,数码,尾部,v28.2,70788,22450,720,620,391,359,108,26491,1386,281,185,466,46,19364
2026-08-02,推荐,家居,头部,v28.1,158981,50292,1504,1293,330,303,97,59345,3029,615,411,1026,105,17659
2026-08-02,推荐,家居,头部,v28.2,199212,63929,1996,1717,422,388,119,75436,3874,816,511,1326,137,22502
2026-08-02,推荐,家居,腰部,v28.1,96913,30778,981,843,360,331,104,36318,1938,388,258,646,66,11345
2026-08-02,推荐,家居,腰部,v28.2,121093,37659,1166,1003,450,414,131,44438,2245,458,312,770,76,12827
2026-08-02,推荐,家居,尾部,v28.1,46562,14921,458,393,226,208,63,17606,933,191,119,310,32,5303
2026-08-02,推荐,家居,尾部,v28.2,57697,18380,558,480,299,275,84,21688,1144,232,155,387,40,6650
2026-08-02,推荐,服饰,头部,v28.1,226259,70339,2103,1809,452,416,129,83000,4265,855,577,1431,147,18559
2026-08-02,推荐,服饰,头部,v28.2,265971,83789,2526,2172,566,521,159,98871,5210,1032,674,1707,168,21384
2026-08-02,推荐,服饰,腰部,v28.1,138332,42777,1356,1166,511,470,150,50477,2630,526,352,878,91,11591
2026-08-02,推荐,服饰,腰部,v28.2,168126,53102,1676,1441,659,607,186,62660,3203,682,423,1105,115,14454
2026-08-02,推荐,服饰,尾部,v28.1,65095,20378,631,543,318,293,92,24046,1238,256,167,423,42,5274
2026-08-02,推荐,服饰,尾部,v28.2,79305,24703,761,655,391,360,116,29149,1492,313,202,515,51,6439
2026-08-02,搜索,美妆,头部,v28.1,106085,33663,1027,883,228,210,67,39722,2013,411,273,684,68,6517
2026-08-02,搜索,美妆,头部,v28.2,135547,43378,1330,1144,293,269,85,51186,2714,550,349,899,90,8510
2026-08-02,搜索,美妆,腰部,v28.1,67323,20859,641,551,251,231,71,24614,1252,253,168,421,43,4079
2026-08-02,搜索,美妆,腰部,v28.2,85853,26520,794,683,312,287,87,31294,1632,322,221,543,55,5376
2026-08-02,搜索,美妆,尾部,v28.1,34332,10813,339,291,178,164,50,12759,678,133,89,223,22,2094
2026-08-02,搜索,美妆,尾部,v28.2,41391,13278,411,353,204,188,57,15668,810,165,107,272,28,2591
2026-08-02,搜索,数码,头部,v28.1,78823,24669,752,647,159,147,45,29109,1531,312,207,519,53,22461
2026-08-02,搜索,数码,头部,v28.2,98422,30700,956,823,205,189,58,36226,1910,379,256,635,65,27731
2026-08-02,搜索,数码,腰部,v28.1,47977,14900,473,406,181,167,53,17582,923,185,125,310,31,13075
2026-08-02,搜索,数码,腰部,v28.2,59414,18368,559,481,207,190,58,21674,1118,223,152,375,38,16040
2026-08-02,搜索,数码,尾部,v28.1,24179,7576,230,198,119,109,34,8940,467,97,61,158,16,6707
2026-08-02,搜索,数码,尾部,v28.2,28824,8944,286,246,147,136,42,10554,554,111,73,184,19,8298
2026-08-02,搜索,家居,头部,v28.1,67177,21005,653,561,149,137,41,24785,1308,268,173,441,45,7628
2026-08-02,搜索,家居,头部,v28.2,80978,25648,826,710,187,172,52,30264,1618,328,209,537,55,9103
2026-08-02,搜索,家居,腰部,v28.1,41439,13206,409,352,154,142,45,15583,801,165,106,270,27,4598
2026-08-02,搜索,家居,腰部,v28.2,48504,15525,467,401,185,171,53,18319,960,199,124,324,33,5426
2026-08-02,搜索,家居,尾部,v28.1,19942,6178,196,169,107,98,31,7290,373,79,51,130,13,2202
2026-08-02,搜索,家居,尾部,v28.2,24718,7857,242,208,123,113,34,9272,479,99,64,163,16,2754
2026-08-02,搜索,服饰,头部,v28.1,93156,29069,897,772,196,180,57,34302,1736,359,240,599,59,7590
2026-08-02,搜索,服饰,头部,v28.2,110727,34954,1069,919,224,206,63,41245,2184,428,282,710,73,9192
2026-08-02,搜索,服饰,腰部,v28.1,59918,19240,617,531,224,206,61,22703,1199,239,154,392,40,5094
2026-08-02,搜索,服饰,腰部,v28.2,70700,22211,704,605,267,245,78,26209,1366,284,184,468,47,5939
2026-08-02,搜索,服饰,尾部,v28.1,26999,8525,273,235,144,133,42,10059,519,107,70,176,18,2297
2026-08-02,搜索,服饰,尾部,v28.2,33547,10581,319,274,173,159,49,12485,657,129,87,215,22,2813
2026-08-02,关注,美妆,头部,v28.1,83937,25952,835,718,181,166,50,30624,1637,318,214,531,55,5216
2026-08-02,关注,美妆,头部,v28.2,109687,34505,1097,944,236,217,70,40715,2066,427,277,704,73,7033
2026-08-02,关注,美妆,腰部,v28.1,54831,17204,524,450,207,191,57,20300,1050,214,141,356,37,3480
2026-08-02,关注,美妆,腰部,v28.2,68047,21383,678,583,251,231,70,25233,1296,271,180,451,47,4532
2026-08-02,关注,美妆,尾部,v28.1,26680,8391,254,218,133,122,37,9901,500,107,69,176,18,1726
2026-08-02,关注,美妆,尾部,v28.2,32035,10206,306,263,167,154,47,12042,615,127,85,213,21,2042
2026-08-02,关注,数码,头部,v28.1,61730,19230,617,531,130,120,37,22691,1212,237,158,395,39,16653
2026-08-02,关注,数码,头部,v28.2,75914,23925,744,639,158,145,44,28232,1437,305,200,505,52,22559
2026-08-02,关注,数码,腰部,v28.1,38659,12205,373,321,142,131,40,14402,734,152,99,251,25,11001
2026-08-02,关注,数码,腰部,v28.2,47344,14749,440,378,159,146,44,17404,915,189,120,309,30,12956
2026-08-02,关注,数码,尾部,v28.1,18073,5689,174,150,94,87,26,6713,347,73,46,120,12,5174
2026-08-02,关注,数码,尾部,v28.2,23356,7393,233,201,122,112,34,8724,442,95,60,155,15,6724
2026-08-02,关注,家居,头部,v28.1,50630,16253,510,438,113,104,31,19179,972,199,134,333,33,5627
2026-08-02,关注,家居,头部,v28.2,62733,19748,616,530,139,128,39,23302,1244,249,159,407,40,6851
2026-08-02,关注,家居,腰部,v28.1,32638,10145,316,272,125,115,36,11971,611,124,83,207,21,3443
2026-08-02,关注,家居,腰部,v28.2,38498,12096,381,328,138,127,41,14273,733,150,97,247,24,4021
2026-08-02,关注,家居,尾部,v28.1,15954,5041,158,136,84,77,23,5948,316,63,41,104,11,1823
2026-08-02,关注,家居,尾部,v28.2,18271,5755,174,150,91,84,26,6791,353,70,48,118,12,2034
2026-08-02,关注,服饰,头部,v28.1,76020,24245,731,629,166,152,47,28609,1470,300,200,500,50,6323
2026-08-02,关注,服饰,头部,v28.2,90675,28466,901,775,196,180,54,33590,1723,356,227,584,60,7555
2026-08-02,关注,服饰,腰部,v28.1,46650,14875,475,409,177,163,51,17552,940,183,124,306,31,4026
2026-08-02,关注,服饰,腰部,v28.2,55922,17816,572,492,214,197,60,21023,1110,219,146,364,37,4635
2026-08-02,关注,服饰,尾部,v28.1,21645,6761,206,177,112,103,33,7978,408,86,56,142,15,1904
2026-08-02,关注,服饰,尾部,v28.2,27294,8691,262,225,134,123,38,10255,531,106,73,179,18,2302
2026-08-03,推荐,美妆,头部,v28.1,214814,67889,2183,1878,467,430,130,80109,4246,870,563,1433,142,13506
2026-08-03,推荐,美妆,头部,v28.2,275478,86458,2769,2382,590,542,164,102020,5435,1102,696,1799,181,17246
2026-08-03,推荐,美妆,腰部,v28.1,140194,43484,1339,1152,518,477,153,51311,2644,549,359,909,92,8903
2026-08-03,推荐,美妆,腰部,v28.2,164590,51548,1607,1382,627,577,181,60826,3200,656,420,1076,108,10143
2026-08-03,推荐,美妆,尾部,v28.1,64521,20282,643,553,333,306,92,23933,1218,248,168,415,42,4059
2026-08-03,推荐,美妆,尾部,v28.2,82328,26307,812,698,403,371,114,31042,1588,328,219,546,57,5502
2026-08-03,推荐,数码,头部,v28.1,160389,50814,1633,1404,349,321,101,59961,3030,643,413,1057,106,46315
2026-08-03,推荐,数码,头部,v28.2,193763,61702,1928,1658,419,386,116,72808,3703,766,515,1281,129,55693
2026-08-03,推荐,数码,腰部,v28.1,101172,31718,1000,860,386,355,110,37427,1993,387,257,644,65,28079
2026-08-03,推荐,数码,腰部,v28.2,121218,38115,1174,1009,424,390,122,44976,2356,489,311,800,81,34685
2026-08-03,推荐,数码,尾部,v28.1,47281,15070,458,394,245,225,71,17783,908,189,121,310,31,13188
